Id,Nombre,Estado,Cliente,Proveedor,Fecha de creación,Fecha última modificación,Código cliente,Código proveedor,Código contable,SupplierAccountancyCode,Dirección,Código postal,Población,País,Código país,Teléfono,Fax,Url,Email,Idioma por defecto,ID profesional 1,ID profesional 2,ID profesional 3,ID profesional 4,ID profesional 5,ID profesional 6,NIF intra.,Capital,Nota (privada),Nota (pública),Tipo de tercero,Empleados,Forma jurídica,Cliente potencial,Estado cliente potencial,Provincia,
961,FERRETERIA MIA,1,2,0,,2016-07-03 19:34:44,,,,,AVDA SAN ISIDRO C/ SAN IGNACIO,,,-,,920-395,,,,,,,,,,,1065934-0,,,,-,EF0,-,,ST_NEVER,,
962,AUTOSERVICE NELSON,1,2,0,,2016-07-03 19:34:44,,,,,CARRETERA DE LOPEZ,,,-,,903-802,,,,,,,,,,,1088549-8,,,,-,EF0,-,,ST_NEVER,,
963,AUTOSERVICE CARLITOS,1,2,0,,2016-07-03 19:34:44,,,,,CARRETERA DE LOPEZ E/ AMANECER,,,-,,905-051,,,,,,,,,,,1195010-2,,,,-,EF0,-,,ST_NEVER,,
964,AUTOSERVICE LA ROCA,1,2,0,,2016-07-03 19:34:44,,,,,ACUÃ?A DE FIGUEROA 340 ESQ/YEGROS,,,-,,,,,,,,,,,,,4213615-6,,,,-,EF0,-,,ST_NEVER,,
965,FERRETERIA CASA RICCIARDI,1,2,0,,2016-07-03 19:34:44,,,,,AVDA FELIX BOGADO ESQ. CAPITAN BADO,,,-,,334-567,,,,,,,,,,,80060229-3,,,,-,EF0,-,,ST_NEVER,,
966,FERRETERIA 2RS,1,2,0,,2016-07-03 19:34:44,,,,,DEFENSORES DEL CHACO C/ SAN MIGUEL,,,-,,,,,,,,,,,,,942696-5,,,,-,EF0,-,,ST_NEVER,,
967,FERRETERIA VICTORIA,1,2,0,,2016-07-03 19:34:44,,,,,FELIZ BOGADO 2106,,,-,,302-874,,,,,,,,,,,491326-4,,,,-,EF0,-,,ST_NEVER,,
968,FERRETERIA VIOLA,1,2,0,,2016-07-03 19:34:44,,,,,PEDRO JUAN CABALLERO C/ JEJUI,,,-,,,,,,,,,,,,,2313785-1,,,,-,EF0,-,,ST_NEVER,,
969,FERRETERIA FERRETEM S.A,1,2,0,,2016-07-03 19:34:44,,,,,AVDA FELIX BOGADO Y LAS PALMAS,,,-,,300-679,,,,,,,,,,,80091669-7,,,,-,EF0,-,,ST_NEVER,,
970,FERRELUZ S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,LAS PALMAS Y BRUNO GUGGIARI,,,-,,334-672,,,,,,,,,,,80087634-2,,,,-,EF0,-,,ST_NEVER,,
971,FERRETERIA EL AMIGO,1,2,0,,2016-07-03 19:34:44,,,,,PEDRO JUAN CABALLERO 903 C/LAGO YPACARAI,,,-,,909-909,,,,,,,,,,,447236-5,,,,-,EF0,-,,ST_NEVER,,
972,FERRETERIA DAVID,1,2,0,,2016-07-03 19:34:44,,,,,PIRIZAL ESQ. NAZARENO 1879,,,-,,,,,,,,,,,,,932951-0,,,,-,EF0,-,,ST_NEVER,,
973,AUTOSERVICE LA ROSADA,1,2,0,,2016-07-03 19:34:44,,,,,ANDRES GELLY Y ACUÃ?A DE FIGUEROA,,,-,,940-725,,,,,,,,,,,483971-4,,,,-,EF0,-,,ST_NEVER,,
974,FERRETERIA ESTEBAN,1,2,0,,2016-07-03 19:34:44,,,,,AVDA DEFENSORES DEL CHACO C/ TAPE TUJA,,,-,,,,,,,,,,,,,3212438-4,,,,-,EF0,-,,ST_NEVER,,
975,FERRETERIA TONY,1,2,0,,2016-07-03 19:34:44,,,,,AVDA DEFENSORES DEL CHACO C/ YPACARAI,,,-,,944-281,,,,,,,,,,,870556-9,,,,-,EF0,-,,ST_NEVER,,
976,FERRETERIA ALFA Y OMEGA,1,2,0,,2016-07-03 19:34:44,,,,,DEFENSORES DEL CHACO,,,-,,940-067,,,,,,,,,,,3007726-5,,,,-,EF0,-,,ST_NEVER,,
977,FERRETERIA INTERNACIONAL,1,2,0,,2016-07-03 19:34:44,,,,,DEFENSORES DEL CHACO 2078,,,-,,500-646,,,,,,,,,,,80086990-7,,,,-,EF0,-,,ST_NEVER,,
978,FERRETERIA LA VILLETANA,1,2,0,,2016-07-03 19:34:44,,,,,AVDA DEFENSORES DEL CHACO 2111,,,-,,505-360,,,,,,,,,,,656245-0,,,,-,EF0,-,,ST_NEVER,,
979,FERRETERIA PETRONA,1,2,0,,2016-07-03 19:34:44,,,,,CASIQUE LAMBARE ESQ. CRISTOBAL COLON 4267,,,-,,921-424,,,,,,,,,,,619310-2,,,,-,EF0,-,,ST_NEVER,,
980,FERRETERIA T.H,1,2,0,,2016-07-03 19:34:44,,,,,AUGUSTO ROA BASTO C/ ASUNCION 2018,,,-,,,,,,,,,,,,,3178093-8,,,,-,EF0,-,,ST_NEVER,,
981,FERRETERIA FERREFRAN,1,2,0,,2016-07-03 19:34:44,,,,,AVDA SAN ISIDRO ESQ. GOMEZ SERRATO,,,-,,,,,,,,,,,,,4484781-5,,,,-,EF0,-,,ST_NEVER,,
982,FERRETERIA Ã?A BEBA,1,2,0,,2016-07-03 19:34:44,,,,,DEFENSORES DEL CHACO Y TTE BOTTANA,,,-,,504-893,,,,,,,,,,,189574-7,,,,-,EF0,-,,ST_NEVER,,
983,OPS-OMS-PARAGUAY,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,450-495 int.46820,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
984,AUTOSERVICE 18,1,2,0,,2016-07-03 19:34:44,,,,,MORELOS Y 18 PROYECTADAS,,,-,,,,,,,,,,,,,2571731-6,,,,-,EF0,-,,ST_NEVER,,
985,GUSCARMAT FERRETERIA,1,2,0,,2016-07-03 19:34:44,,,,,BRUNO GUGGIARI E/ SAN RAFAEL,,,-,,,,,,,,,,,,,3886791-5,,,,-,EF0,-,,ST_NEVER,,
986,FERRETERIA HYC,1,2,0,,2016-07-03 19:34:44,,,,,CERRO CORA ESQ. ANTEQUERA,,,-,,,,,,,,,,,,,2984207-7,,,,-,EF0,-,,ST_NEVER,,
987,ALDERETE VELAZQUEZ S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,1RO DE MARZO Y ALFONZO CAMPOS,,,-,,,,,,,,,,,,,80009405-0,,,,-,EF0,-,,ST_NEVER,,
988,LUGANO MO S.A.,1,2,0,,2016-07-03 19:34:44,,,,,PDTE. FRANCO C/ IND. NAC.,,,-,,,,,,,,,,,,,80048596-3,,,,-,EF0,-,,ST_NEVER,,
989,GUSTAVO BENITEZ,1,2,0,,2016-07-03 19:34:44,,,,,AYOLAS E/ GRAL. DIAZ Y HAEDO,,,-,,,,,,,,,,,,,3524370-8,,,,-,EF0,-,,ST_NEVER,,
990,FARMA PITTA,1,2,0,,2016-07-03 19:34:44,,,,,1RO DE MARZO ESQ. SILVIO PETTIROSSI,,,-,,909-120,,,,,,,,,,,922408-4,,,,-,EF0,-,,ST_NEVER,,
991,MARIA GENARA SANTANDER,1,2,0,,2016-07-03 19:34:44,,,,,PERON ESQ. CADETE PARQUET,,,-,,,,,,,,,,,,,1344657-6,,,,-,EF0,-,,ST_NEVER,,
992,FERNANDO BENITEZ,1,2,0,,2016-07-03 19:34:44,,,,,PATRICIO ESCOBAR C/ CACIQUE LAMBARE,,,-,,,,,,,,,,,,,3397481-0,,,,-,EF0,-,,ST_NEVER,,
993,VICKY CUAFER,1,2,0,,2016-07-03 19:34:44,,,,,GRAL. DIAZ E/ O'LEARY Y 15 DE AGO.,,,-,,,,,,,,,,,,,6311237-0,,,,-,EF0,-,,ST_NEVER,,
994,CHIC CENTER,1,2,0,,2016-07-03 19:34:44,,,,,HAEDO C/ 15 DE AGOSTO,,,-,,,,,,,,,,,,,2314763-6,,,,-,EF0,-,,ST_NEVER,,
995,FEERETERIA FERREY,1,2,0,,2016-07-03 19:34:44,,,,,CACIQUE LAMBARE ESQ. STA. ANA,,,-,,,,,,,,,,,,,2578259-2,,,,-,EF0,-,,ST_NEVER,,
996,ELECTRICIDAD YACYRETA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,GRAL. DIAZ E/ CHILE Y ALBERDI,,,-,,,,,,,,,,,,,80087174-0,,,,-,EF0,-,,ST_NEVER,,
997,FERRETERIA ELOHIM,1,2,0,,2016-07-03 19:34:44,,,,,AV. FERNANDO DE LA MORA C/ SEXTA,,,-,,,,,,,,,,,,,2336310-0,,,,-,EF0,-,,ST_NEVER,,
998,TEJICAR,1,2,0,,2016-07-03 19:34:44,,,,,RCA. ARGENTINA NÂº 2582,,,-,,550-357,,,,,,,,,,,3217226-5,,,,-,EF0,-,,ST_NEVER,,
999,FERRETERIA UNION COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,PIRIZAL 2792 C/ GRAL. SANTOS,,,-,,,,,,,,,,,,,5076992-7,,,,-,EF0,-,,ST_NEVER,,
1000,FERRETERIA CABAPAR S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,RCA. ARGENTINA C/ DR. GOIBURU,,,-,,,,,,,,,,,,,80083647-2,,,,-,EF0,-,,ST_NEVER,,
1001,SERGIO RAMON,1,2,0,,2016-07-03 19:34:44,,,,,ACUÃ?A DE FIGUEROA C/ SAN ISIDRO,,,-,,,,,,,,,,,,,798205-4,,,,-,EF0,-,,ST_NEVER,,
1002,FERRETERIA REPUBLICA,1,2,0,,2016-07-03 19:34:44,,,,,RCA. ARG. ESQ. VENCEDORES DEL CHACO 9999,,,-,,,,,,,,,,,,,1190853-0,,,,-,EF0,-,,ST_NEVER,,
1003,BALEZBA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,AYOLAS C/ GRAL. DIAZ,,,-,,,,,,,,,,,,,80090488-5,,,,-,EF0,-,,ST_NEVER,,
1004,FERRETERIA CENTRAL,1,2,0,,2016-07-03 19:34:44,,,,,11 DE SEPTIEMBRE C/ ELIGIO AYALA,,,-,,,,,,,,,,,,,1278779-5,,,,-,EF0,-,,ST_NEVER,,
1005,FERRETERIA EL 11 REAL,1,2,0,,2016-07-03 19:34:44,,,,,11 DE SEPTIEMBRE C/ BOQUERON,,,-,,,,,,,,,,,,,4752536-3,,,,-,EF0,-,,ST_NEVER,,
1006,FERRETERIA VELOX,1,2,0,,2016-07-03 19:34:44,,,,,SAN ISIDRO ESQ. ACUÃ?A DE FIGUEROA,,,-,,,,,,,,,,,,,1253885-0,,,,-,EF0,-,,ST_NEVER,,
1007,FERRETERIA EL ALBA,1,2,0,,2016-07-03 19:34:44,,,,,CACIQUE LAMBARE C/ YAKARE VALIJA,,,-,,,,,,,,,,,,,567174-4,,,,-,EF0,-,,ST_NEVER,,
1008,SAN BERNARDINO,1,2,0,,2016-07-03 19:34:44,,,,,RCA. ARG. ESQ. FDO. DE LA MORA,,,-,,,,,,,,,,,,,906417-6,,,,-,EF0,-,,ST_NEVER,,
1009,FERRETERIA LA BROCHA,1,2,0,,2016-07-03 19:34:44,,,,,GRAL. SANTOS C/ MAYOR ARGUELLO,,,-,,,,,,,,,,,,,1990316-2,,,,-,EF0,-,,ST_NEVER,,
1010,JUAN PABLO CARDOZO BENITEZ,1,2,0,,2016-07-03 19:34:44,,,,,AV. FERNANDO DE LA MORA C/ SEDRO,,,-,,,,,,,,,,,,,1024202-3,,,,-,EF0,-,,ST_NEVER,,
1011,FERRETERIA LA ROSARINA,1,2,0,,2016-07-03 19:34:44,,,,,ESPAÃ?A C/ TACUARI,,,-,,,,,,,,,,,,,801997-5,,,,-,EF0,-,,ST_NEVER,,
1012,DEPOSITO SANTA ROSA S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,16 PYTDA. ESQ. CHIANG KAI SHEK,,,-,,,,,,,,,,,,,80017132-2,,,,-,EF0,-,,ST_NEVER,,
1013,COMERCIAL RICHARD,1,2,0,,2016-07-03 19:34:44,,,,,ARTIGAS 4111 C/ CNEL. MONTIEL,,,-,,,,,,,,,,,,,804499-6,,,,-,EF0,-,,ST_NEVER,,
1014,MENDOZA FERRETERIA,1,2,0,,2016-07-03 19:34:44,,,,,ARTIGAS C/ SGTO. FERNANDEZ,,,-,,298-726,,,,,,,,,,,4197123-0,,,,-,EF0,-,,ST_NEVER,,
1015,FERRETERIA TRINIDAD DE RAFAEL RUIZ DIAZ,1,2,0,,2016-07-03 19:34:44,,,,,ARTIGAS,,,-,,,,,,,,,,,,,2275939-5,,,,-,EF0,-,,ST_NEVER,,
1016,FERRETERIA F.A.,1,2,0,,2016-07-03 19:34:44,,,,,TTE. FARIÃ?A ESQ. IND.NAC.,,,-,,,,,,,,,,,,,1539716-5,,,,-,EF0,-,,ST_NEVER,,
1017,FERRETERIA MAPACAR,1,2,0,,2016-07-03 19:34:44,,,,,AV. ARTIGAS 3741 C/ CAÃ?ADA CHAQUEÃ?A,,,-,,,,,,,,,,,,,1131800-7,,,,-,EF0,-,,ST_NEVER,,
1018,FERRETERIA EL ANGEL,1,2,0,,2016-07-03 19:34:44,,,,,FELIPE LEO 1703 ESQ. GUBETICH,,,-,,280-756,,,,,,,,,,,521205-7,,,,-,EF0,-,,ST_NEVER,,
1019,CMG S.A.,1,2,0,,2016-07-03 19:34:44,,,,,FELIX BOGADO,,,-,,391-446,,,,,,,,,,,80058206-3,,,,-,EF0,-,,ST_NEVER,,
1020,JULIO CESAR RODRIGUEZ HERMOSA EIRL,1,2,0,,2016-07-03 19:34:44,,,,,1ER PRESIDENTE ESQ. CORNOEL TOLEDO,,,-,,NULL,,,,,,,,,,,80048339-1,,,,-,EF0,-,,ST_NEVER,,
1021,ROSSANA GIMENEZ,1,2,0,,2016-07-03 19:34:44,,,,,CHIANG KAI SHEK E/ YEGROS E IND. NAC.,,,-,,NULL,,,,,,,,,,,3810163-7,,,,-,EF0,-,,ST_NEVER,,
1022,DESPENSA SAN ROQUE,1,2,0,,2016-07-03 19:34:44,,,,,ANA DIAZ Y CAPITAN FIGARI,,,-,,,,,,,,,,,,,3650685,,,,-,EF0,-,,ST_NEVER,,
1023,COMERCIAL ALI,1,2,0,,2016-07-03 19:34:44,,,,,IRIBAS C/ RODRIGUEZ DE FRANCIA,,,-,,227-215,,,,,,,,,,,891441-9,,,,-,EF0,-,,ST_NEVER,,
1024,COMERCIAL MARIA LUJAN,1,2,0,,2016-07-03 19:34:44,,,,,PERU C/ RODRIGUEZ DE FRANCIA,,,-,,,,,,,,,,,,,2208924-1,,,,-,EF0,-,,ST_NEVER,,
1025,AUTOSERVICE NOEMI,1,2,0,,2016-07-03 19:34:44,,,,,ANA DIAZ ESQ.BATTILANA,,,-,,,,,,,,,,,,,4558440-0,,,,-,EF0,-,,ST_NEVER,,
1026,DESPENSA LOLO,1,2,0,,2016-07-03 19:34:44,,,,,PERU C/ RODRIGUEZ DE FRANCIA,,,-,,,,,,,,,,,,,873984-6,,,,-,EF0,-,,ST_NEVER,,
1027,COMERCIAL VM,1,2,0,,2016-07-03 19:34:44,,,,,PERU C/RODRIGUEZ DE FRANCIA,,,-,,228-214,,,,,,,,,,,4630442-8,,,,-,EF0,-,,ST_NEVER,,
1028,NATALIO MESA,1,2,0,,2016-07-03 19:34:44,,,,,PERU C/ RODRIGUEZ DE FRANCIA,,,-,,,,,,,,,,,,,2175054-8,,,,-,EF0,-,,ST_NEVER,,
1029,COMERCIAL SANTA ANA,1,2,0,,2016-07-03 19:34:44,,,,,PERU 1139 C/ REPUBLICA DE COLOMBIA,,,-,,,,,,,,,,,,,720778-6,,,,-,EF0,-,,ST_NEVER,,
1030,PANADERIA CONFITERIA STA. MARIA SRL,1,2,0,,2016-07-03 19:34:44,,,,,RODRIGUEZ DE FRANCIA 1886 ESQ. ENRIQUE SANCHEZ,,,-,,,,,,,,,,,,,80010760-8,,,,-,EF0,-,,ST_NEVER,,
1031,FIAMBRERIA CHE JAZMIN,1,2,0,,2016-07-03 19:34:44,,,,,PERU Y RCA. DE COLOMBIA,,,-,,,,,,,,,,,,,1930198-7,,,,-,EF0,-,,ST_NEVER,,
1032,AVICOLA 45,1,2,0,,2016-07-03 19:34:44,,,,,PERU 1139 C/RODRIGUEZ DE FRANCIA,,,-,,,,,,,,,,,,,984710-3,,,,-,EF0,-,,ST_NEVER,,
1033,DESPENSA NINA,1,2,0,,2016-07-03 19:34:44,,,,,JUAN DE GARAY 1794 ESQ.CNEL MORENO,,,-,,,,,,,,,,,,,10919013-9,,,,-,EF0,-,,ST_NEVER,,
1034,BODEGA TIO ALCIDES,1,2,0,,2016-07-03 19:34:44,,,,,CNEL BOGADO Y SGTO SILVA,,,-,,,,,,,,,,,,,2558699-8,,,,-,EF0,-,,ST_NEVER,,
1035,COMERCIAL ESTEBAN,1,2,0,,2016-07-03 19:34:44,,,,,ABASTO,,,-,,,,,,,,,,,,,80090717-5,,,,-,EF0,-,,ST_NEVER,,
1036,YAMILI LEZCANO,1,2,0,,2016-07-03 19:34:44,,,,,GOBERNADOR IRALA 2048,,,-,,,,,,,,,,,,,5374440,,,,-,EF0,-,,ST_NEVER,,
1037,MERCERIA LA ECONOMIA,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL ESTIGARRIBIA Y HERNAND,,,-,,,,,,,,,,,,,609682-4,,,,-,EF0,-,,ST_NEVER,,
1038,FERRETERIA 3 HERMANAS,1,2,0,,2016-07-03 19:34:44,,,,,AVDA DEL AGRONOMO C/ RUTA MCAL ESTIGARRIBIA,,,-,,,,,,,,,,,,,1868571-4,,,,-,EF0,-,,ST_NEVER,,
1039,AUTOSERVIS PAMPITA,1,2,0,,2016-07-03 19:34:44,,,,,NUÃ?O CHAVEZ 1297 C/ ARANDA,,,-,,,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
1040,SUPERMERCADO MANA,1,2,0,,2016-07-03 19:34:44,,,,,GUILLERMO ARIAS C/ DR PAIVA,,,-,,,,,,,,,,,,,3267255-1,,,,-,EF0,-,,ST_NEVER,,
1041,BAR YSAPY,1,2,0,,2016-07-03 19:34:44,,,,,GRAL DIAZ C/DON BOSCO,,,-,,,,,,,,,,,,,2377956-0,,,,-,EF0,-,,ST_NEVER,,
1042,COMERCIAL YBERA,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA 848,,,-,,,,,,,,,,,,,2012219-5,,,,-,EF0,-,,ST_NEVER,,
1043,DESPENSA NAVEGANTES 2,1,2,0,,2016-07-03 19:34:44,,,,,CNEL.HERMOSA 2238 C/ N. DE CHAVEZ,,,-,,,,,,,,,,,,,487636-9,,,,-,EF0,-,,ST_NEVER,,
1044,SUPERMERCADO PACIFICO,1,2,0,,2016-07-03 19:34:44,,,,,CARLOS A. LOPEZ 1755 Y IVAN DE GARAY,,,-,,,,,,,,,,,,,80061258-2,,,,-,EF0,-,,ST_NEVER,,
1045,SUPERMERCADO VILLA SOFIA S.A,1,2,0,,2016-07-03 19:34:44,,,,,CARLOS A. LOPEZ ESQ. DIAZ DE SOLIS,,,-,,,,,,,,,,,,,80022147-8,,,,-,EF0,-,,ST_NEVER,,
1046,AUTOSERVICE EBCEN,1,2,0,,2016-07-03 19:34:44,,,,,DR. MONTERO Y ARELLANA,,,-,,,,,,,,,,,,,4220820-3,,,,-,EF0,-,,ST_NEVER,,
1047,ROSA SALINAS,1,2,0,,2016-07-03 19:34:44,,,,,SGTO SILVA Y DEFENSORES DEL CHACO,,,-,,,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
1048,CARNICERIA YSAPY,1,2,0,,2016-07-03 19:34:44,,,,,SGTO SILVA C/ 10 DE AGOSTO,,,-,,,,,,,,,,,,,6725448-9,,,,-,EF0,-,,ST_NEVER,,
1049,COMERCIAL KEVIN,1,2,0,,2016-07-03 19:34:44,,,,,ABASTO,,,-,,,,,,,,,,,,,1131620-9,,,,-,EF0,-,,ST_NEVER,,
1050,EL GATO COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA ESQ. SAN LORENZO,,,-,,,,,,,,,,,,,969604-0,,,,-,EF0,-,,ST_NEVER,,
1051,AGROVETERINARIA EL PRODUCTOR,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA C/ ESPAÃ?A,,,-,,,,,,,,,,,,,709630-5,,,,-,EF0,-,,ST_NEVER,,
1052,BIOQUIMICA PARAGUAYA,1,2,0,,2016-07-03 19:34:44,,,,,ABASTO,,,-,,,,,,,,,,,,,7784025-9,,,,-,EF0,-,,ST_NEVER,,
1053,DESPENSA LEO,1,2,0,,2016-07-03 19:34:44,,,,,NSTRA SRA DE LA ASUNCION E/ NOVENA Y DECIMA,,,-,,,,,,,,,,,,,1370732-9,,,,-,EF0,-,,ST_NEVER,,
1054,JES MARI S.A,1,2,0,,2016-07-03 19:34:44,,,,,BATTILANA 1268 C/ ANA DIAZ,,,-,,,,,,,,,,,,,80090896-1,,,,-,EF0,-,,ST_NEVER,,
1055,DESPENSA ESTERCITA,1,2,0,,2016-07-03 19:34:44,,,,,DR. MONTERO C/ TESTANOVA,,,-,,,,,,,,,,,,,518254-9,,,,-,EF0,-,,ST_NEVER,,
1056,DESPENSA SAN CAYETANO,1,2,0,,2016-07-03 19:34:44,,,,,29 PROYECTADA Y MAYOR FLEITAS,,,-,,,,,,,,,,,,,566248-6,,,,-,EF0,-,,ST_NEVER,,
1057,AUTOSERVICE LA FAMILIA,1,2,0,,2016-07-03 19:34:44,,,,,TTE FARIÃ?A Y PAI PEREZ,,,-,,,,,,,,,,,,,3722849-8,,,,-,EF0,-,,ST_NEVER,,
1058,FERRETERIA WILKEN,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. 5TA ESQ. ITURBE,,,-,,,,,,,,,,,,,80003143-3,,,,-,EF0,-,,ST_NEVER,,
1059,MERCADO MODELO LAUN,1,2,0,,2016-07-03 19:34:44,,,,,RODRIGUEZ DE FRANCIA ESQ. IRIBAS,,,-,,,,,,,,,,,,,998072-5,,,,-,EF0,-,,ST_NEVER,,
1060,DON RUBIO,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON,,,-,,,,,,,,,,,,,1176127-0,,,,-,EF0,-,,ST_NEVER,,
1061,DESPENSA-FIAMBRERIA CARLOS MATIAS,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON,,,-,,,,,,,,,,,,,5902326-1,,,,-,EF0,-,,ST_NEVER,,
1062,INTERTRADIMG CISA,1,2,0,,2016-07-03 19:34:44,,,,,RCA. DE COLOMBIA 1444 C/ PERU,,,-,,,,,,,,,,,,,80026363-4,,,,-,EF0,-,,ST_NEVER,,
1063,DESPENSA GRACIELITA,1,2,0,,2016-07-03 19:34:44,,,,,CABO VERDE C/ SAN NICOLAS,,,-,,,,,,,,,,,,,390194-7,,,,-,EF0,-,,ST_NEVER,,
1064,AGROVETERINARIA GUAIRA,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA 373,,,-,,583083,,,,,,,,,,,976637-5,,,,-,EF0,-,,ST_NEVER,,
1065,AUTOSERVICE SAN ROQUE,1,2,0,,2016-07-03 19:34:44,,,,,ANA DIAZ Y CPTAN. FIGARI,,,-,,,,,,,,,,,,,365068-5,,,,-,EF0,-,,ST_NEVER,,
1066,COMERCIAL JUNIOR,1,2,0,,2016-07-03 19:34:44,,,,,TTE. FARIÃ?A NRO. 1507 C/ PERU,,,-,,,,,,,,,,,,,932124-1,,,,-,EF0,-,,ST_NEVER,,
1067,CRISPIN ARCE S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. ARTIGAS Y SANTISIMA TRINIDAD,,,-,,,,,,,,,,,,,8000306-1,,,,-,EF0,-,,ST_NEVER,,
1068,GRUPO AGROTIERRA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA C/ ESPAÃ?A,,,-,,,,,,,,,,,,,80075135-3,,,,-,EF0,-,,ST_NEVER,,
1069,JORGE GAONA,1,2,0,,2016-07-03 19:34:44,,,,,6TA PROYECTADA C/ MORELOS,,,-,,390171,,,,,,,,,,,1187832,,,,-,EF0,-,,ST_NEVER,,
1070,AUTOSERVICE EL BLANCO,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON,,,-,,,,,,,,,,,,,3683648-6,,,,-,EF0,-,,ST_NEVER,,
1071,COMERCIAL LUIS,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. RODRIGUEZ DE FRANCIA 1654,,,-,,,,,,,,,,,,,1269645-5,,,,-,EF0,-,,ST_NEVER,,
1072,ALMACEN DOÃ?A ELBA,1,2,0,,2016-07-03 19:34:44,,,,,DIAZ DE SOLIS 2596,,,-,,,,,,,,,,,,,169101-5,,,,-,EF0,-,,ST_NEVER,,
1073,COMERCIAL MOISES,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. RODRIGUEZ DE FRANCIA E/ BATTILANA Y PERU,,,-,,,,,,,,,,,,,737016-4,,,,-,EF0,-,,ST_NEVER,,
1074,COMERCIAL SAN MIGUEL,1,2,0,,2016-07-03 19:34:44,,,,,MIRANDA CUETO C/ GRAL CABALLERO,,,-,,,,,,,,,,,,,1756188-4,,,,-,EF0,-,,ST_NEVER,,
1075,CASA DULZURA,1,2,0,,2016-07-03 19:34:44,,,,,TTE. FARIÃ?A 1510 C/ PERU,,,-,,,,,,,,,,,,,2129258-2,,,,-,EF0,-,,ST_NEVER,,
1076,MINITODO,1,2,0,,2016-07-03 19:34:44,,,,,OTAZU C/ ANA DIAZ 1338,,,-,,,,,,,,,,,,,1484327-7,,,,-,EF0,-,,ST_NEVER,,
1077,FERRETERIA ELECTRO 5TA AVENIDA,1,2,0,,2016-07-03 19:34:44,,,,,5TA. C/ NTRA. SEÃ?ORA DE LA ASUNCUION,,,-,,,,,,,,,,,,,1225394-4,,,,-,EF0,-,,ST_NEVER,,
1078,FERRETERIA ANGEL,1,2,0,,2016-07-03 19:34:44,,,,,CABAÃ?AS C/ MARIA AUXILIADORA,,,-,,,,,,,,,,,,,1078428-4,,,,-,EF0,-,,ST_NEVER,,
1079,JACINTA FARIÃ?A DE RIOS,1,2,0,,2016-07-03 19:34:44,,,,,"YEGROS Y TTE. FARIÃ?A., MERCADO NRO 1, CASILLA 15",,,-,,,,,,,,,,,,,1793655,,,,-,EF0,-,,ST_NEVER,,
1080,FERRENICO COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,ALEJO GARCIA 1999 ESQ. TTE. PRIETO,,,-,,,,,,,,,,,,,414341-8,,,,-,EF0,-,,ST_NEVER,,
1081,FERRETERIA RIO MAR,1,2,0,,2016-07-03 19:34:44,,,,,DR. MONTERO Y DR. PAIVA,,,-,,,,,,,,,,,,,964380-0,,,,-,EF0,-,,ST_NEVER,,
1082,CONSTRUTEC FERRETERIA,1,2,0,,2016-07-03 19:34:44,,,,,RIO DE LA PLATA NÂ° 519,,,-,,,,,,,,,,,,,2346120-9,,,,-,EF0,-,,ST_NEVER,,
1083,COMERCIAL GENESIS,1,2,0,,2016-07-03 19:34:44,,,,,GRAL DIAZ. E/ DON BOSCO,,,-,,,,,,,,,,,,,2255536-6,,,,-,EF0,-,,ST_NEVER,,
1084,DESPENSA SAN CAYETANO,1,2,0,,2016-07-03 19:34:44,,,,,"CALLE CORTA, CONT. DE TTE. FARIÃ?A",,,-,,,,,,,,,,,,,807932-3,,,,-,EF0,-,,ST_NEVER,,
1085,NADSA COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA E/ JULIA M. CUETO,,,-,,,,,,,,,,,,,479769-8,,,,-,EF0,-,,ST_NEVER,,
1086,JUNIOR COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,FERIA ARAGON - FRENTE A ISLA VERDE,,,-,,,,,,,,,,,,,3784310,,,,-,EF0,-,,ST_NEVER,,
